FP-Rate;TP-Rate;
0.0;0.0;
0.004;0.0;
0.004;0.004;
0.008;0.004;
0.012;0.004;
0.012;0.008;
0.016;0.008;
0.02;0.008;
0.02;0.012;
0.024;0.012;
0.024;0.016;
0.024;0.02;
0.028;0.02;
0.028;0.024;
0.028;0.028;
0.028;0.032;
0.032;0.032;
0.036;0.032;
0.036;0.036;
0.036;0.04;
0.04;0.04;
0.04;0.044;
0.04;0.048;
0.044;0.048;
0.044;0.052;
0.044;0.056;
0.048;0.056;
0.048;0.06;
0.048;0.064;
0.052;0.064;
0.052;0.068;
0.056;0.068;
0.056;0.072;
0.06;0.072;
0.064;0.072;
0.068;0.072;
0.072;0.072;
0.072;0.076;
0.072;0.08;
0.072;0.084;
0.076;0.084;
0.076;0.088;
0.08;0.088;
0.08;0.092;
0.084;0.092;
0.088;0.092;
0.088;0.096;
0.088;0.1;
0.092;0.1;
0.096;0.1;
0.1;0.1;
0.1;0.104;
0.1;0.108;
0.1;0.112;
0.1;0.116;
0.1;0.12;
0.104;0.12;
0.108;0.12;
0.112;0.12;
0.112;0.124;
0.116;0.124;
0.116;0.128;
0.116;0.132;
0.116;0.136;
0.116;0.14;
0.12;0.14;
0.12;0.144;
0.12;0.148;
0.12;0.152;
0.12;0.156;
0.12;0.16;
0.12;0.164;
0.12;0.168;
0.12;0.172;
0.124;0.172;
0.128;0.172;
0.132;0.172;
0.132;0.176;
0.132;0.18;
0.132;0.184;
0.136;0.184;
0.136;0.188;
0.136;0.192;
0.14;0.192;
0.14;0.196;
0.14;0.2;
0.144;0.2;
0.148;0.2;
0.148;0.204;
0.148;0.208;
0.152;0.208;
0.152;0.212;
0.156;0.212;
0.156;0.216;
0.16;0.216;
0.164;0.216;
0.164;0.22;
0.164;0.224;
0.164;0.228;
0.164;0.232;
0.164;0.236;
0.168;0.236;
0.172;0.236;
0.172;0.24;
0.176;0.24;
0.176;0.244;
0.176;0.248;
0.176;0.252;
0.18;0.252;
0.18;0.256;
0.18;0.26;
0.18;0.264;
0.184;0.264;
0.188;0.264;
0.192;0.264;
0.196;0.264;
0.2;0.264;
0.2;0.268;
0.2;0.272;
0.204;0.272;
0.208;0.272;
0.208;0.276;
0.212;0.276;
0.216;0.276;
0.216;0.28;
0.22;0.28;
0.224;0.28;
0.228;0.28;
0.228;0.284;
0.232;0.284;
0.236;0.284;
0.236;0.288;
0.236;0.292;
0.236;0.296;
0.24;0.296;
0.244;0.296;
0.244;0.3;
0.248;0.3;
0.248;0.304;
0.248;0.308;
0.248;0.312;
0.252;0.312;
0.256;0.312;
0.26;0.312;
0.264;0.312;
0.264;0.316;
0.264;0.32;
0.264;0.324;
0.268;0.324;
0.268;0.328;
0.272;0.328;
0.272;0.332;
0.276;0.332;
0.276;0.336;
0.276;0.34;
0.28;0.34;
0.284;0.34;
0.284;0.344;
0.284;0.348;
0.284;0.352;
0.284;0.356;
0.288;0.356;
0.288;0.36;
0.292;0.36;
0.296;0.36;
0.3;0.36;
0.304;0.36;
0.304;0.364;
0.304;0.368;
0.308;0.368;
0.312;0.368;
0.312;0.372;
0.312;0.376;
0.312;0.38;
0.316;0.38;
0.316;0.384;
0.316;0.388;
0.316;0.392;
0.32;0.392;
0.32;0.396;
0.32;0.4;
0.32;0.404;
0.324;0.404;
0.324;0.408;
0.324;0.412;
0.328;0.412;
0.332;0.412;
0.336;0.412;
0.336;0.416;
0.336;0.42;
0.34;0.42;
0.34;0.424;
0.344;0.424;
0.344;0.428;
0.348;0.428;
0.352;0.428;
0.356;0.428;
0.36;0.428;
0.364;0.428;
0.368;0.428;
0.368;0.432;
0.372;0.432;
0.372;0.436;
0.372;0.44;
0.376;0.44;
0.38;0.44;
0.38;0.444;
0.384;0.444;
0.384;0.448;
0.388;0.448;
0.392;0.448;
0.392;0.452;
0.396;0.452;
0.396;0.456;
0.396;0.46;
0.396;0.464;
0.396;0.468;
0.396;0.472;
0.4;0.472;
0.4;0.476;
0.4;0.48;
0.4;0.484;
0.4;0.488;
0.404;0.488;
0.408;0.488;
0.408;0.492;
0.408;0.496;
0.412;0.496;
0.416;0.496;
0.42;0.496;
0.424;0.496;
0.424;0.5;
0.424;0.504;
0.424;0.508;
0.424;0.512;
0.424;0.516;
0.424;0.52;
0.424;0.524;
0.424;0.528;
0.428;0.528;
0.432;0.528;
0.432;0.532;
0.436;0.532;
0.436;0.536;
0.44;0.536;
0.444;0.536;
0.448;0.536;
0.452;0.536;
0.452;0.54;
0.452;0.544;
0.452;0.548;
0.452;0.552;
0.452;0.556;
0.452;0.56;
0.456;0.56;
0.46;0.56;
0.46;0.564;
0.464;0.564;
0.468;0.564;
0.468;0.568;
0.472;0.568;
0.476;0.568;
0.476;0.572;
0.476;0.576;
0.476;0.58;
0.476;0.584;
0.48;0.584;
0.48;0.588;
0.48;0.592;
0.484;0.592;
0.488;0.592;
0.488;0.596;
0.492;0.596;
0.496;0.596;
0.496;0.6;
0.496;0.604;
0.5;0.604;
0.504;0.604;
0.508;0.604;
0.512;0.604;
0.516;0.604;
0.52;0.604;
0.52;0.608;
0.524;0.608;
0.524;0.612;
0.528;0.612;
0.528;0.616;
0.528;0.62;
0.532;0.62;
0.536;0.62;
0.54;0.62;
0.544;0.62;
0.548;0.62;
0.552;0.62;
0.556;0.62;
0.56;0.62;
0.564;0.62;
0.568;0.62;
0.572;0.62;
0.576;0.62;
0.58;0.62;
0.58;0.624;
0.58;0.628;
0.584;0.628;
0.588;0.628;
0.592;0.628;
0.592;0.632;
0.596;0.632;
0.596;0.636;
0.6;0.636;
0.604;0.636;
0.608;0.636;
0.612;0.636;
0.612;0.64;
0.612;0.644;
0.616;0.644;
0.62;0.644;
0.62;0.648;
0.62;0.652;
0.624;0.652;
0.624;0.656;
0.628;0.656;
0.632;0.656;
0.632;0.66;
0.632;0.664;
0.632;0.668;
0.632;0.672;
0.636;0.672;
0.636;0.676;
0.636;0.68;
0.64;0.68;
0.644;0.68;
0.644;0.684;
0.644;0.688;
0.648;0.688;
0.652;0.688;
0.656;0.688;
0.66;0.688;
0.66;0.692;
0.66;0.696;
0.66;0.7;
0.664;0.7;
0.664;0.704;
0.668;0.704;
0.668;0.708;
0.668;0.712;
0.668;0.716;
0.668;0.72;
0.668;0.724;
0.668;0.728;
0.672;0.728;
0.676;0.728;
0.676;0.732;
0.68;0.732;
0.684;0.732;
0.688;0.732;
0.692;0.732;
0.692;0.736;
0.696;0.736;
0.696;0.74;
0.696;0.744;
0.696;0.748;
0.7;0.748;
0.704;0.748;
0.704;0.752;
0.708;0.752;
0.708;0.756;
0.708;0.76;
0.708;0.764;
0.712;0.764;
0.712;0.768;
0.712;0.772;
0.712;0.776;
0.712;0.78;
0.712;0.784;
0.716;0.784;
0.716;0.788;
0.716;0.792;
0.72;0.792;
0.72;0.796;
0.724;0.796;
0.728;0.796;
0.728;0.8;
0.732;0.8;
0.736;0.8;
0.74;0.8;
0.74;0.804;
0.74;0.808;
0.74;0.812;
0.74;0.816;
0.744;0.816;
