Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210705_0408_Test;M0_CTBNC8-LL;;90%;4208;1;0.5508181834070798;0.5760456273764258;0.6008828557521494;0.42395437262357416;NaN;NaN;0.5760456273764258;0.0;0.0;1.0;NaN;NaN;0.7310012062726176;0.3644305630997646;0.2737002868640472;0.5822425717062994;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.5978851877289377;0.46150782876278396;0.48084920599683284;0.244294107143094;11.668;;2.956273764258557E-4;4.514315480923515E-6;
