Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0612_Test;M0_CTBNC8-LL;;90%;2000;1;0.8670202381865563;0.892;0.9127595545859694;0.10799999999999998;0.892;NaN;1.0;0.0;0.9429175475687103;NaN;0.946;0.554;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.09636285751266432;361.229;;0.0011860000000000009;1.5815403999999995E-5;
