Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210706_1112_Test;M0_ACTNB2-LL;;90%;2000;1;0.4852327281171596;0.522;0.5585304235180332;0.478;0.5968992248062015;0.44214876033057854;0.532871972318339;0.5071090047393365;0.563071297989031;0.47240618101545256;0.5976978709370405;0.4442056146314003;0.532871972318339;0.5071090047393365;0.5071090047393365;0.532871972318339;0.532871972318339;0.5071090047393365;0.4928909952606635;0.4671280276816609;0.5352662391971006;0.5352662391971006;0.4058708701685226;154.244;;0.0010360000000000007;1.6670399999999898E-7;
