Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0717_Test;M0_CTBNC4-LL;;90%;2000;1;0.46331581613970796;0.5;0.536684183860292;0.5;0.5;NaN;1.0;0.0;0.6666666666666666;NaN;0.75;0.75;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.2506742009322677;113.98;;7.720000000000004E-4;1.025601600000003E-5;
