Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0712_Test;M0_CTBNC4-LL;;90%;2000;1;0.4593385154027269;0.496;0.532704547936329;0.504;0.496;NaN;1.0;0.0;0.6631016042780749;NaN;0.748;0.752;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.25030732924232363;119.167;;8.360000000000005E-4;1.1185104000000032E-5;
