Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_2004_Test;M0_CTBNC2-LL;;90%;2000;1;0.46331581613970796;0.5;0.536684183860292;0.5;0.5;NaN;1.0;0.0;0.6666666666666666;NaN;0.75;0.75;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.2506742009322677;113.433;;9.420000000000008E-4;2.0226360000000094E-6;
