Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210706_0312_Test;M0_ACTNB2-LL;;90%;2000;1;0.29640422181702014;0.33;0.3654259700928541;0.6699999999999999;0.25;0.3619631901840491;0.378698224852071;0.28187919463087246;0.34705882352941175;0.35359116022099446;0.26498422712933756;0.35435435435435436;0.3657142857142857;0.29784309834246564;0.32928909518020033;0.40259939126456873;0.28187919463087246;0.34705882352941175;0.35359116022099446;0.641025641025641;0.6848484848484848;0.670846394984326;0.28187919463087246;0.34705882352941175;0.35359116022099446;0.358974358974359;0.3151515151515151;0.329153605015674;0.5144266620776687;0.4796969696969697;0.529260984776321;0.5575308625740645;53.189;;9.880000000000006E-4;1.3751856000000058E-5;
