Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210704_2314_Test;M0_CTBNC4-LL;;90%;3976;1;0.726232053729981;0.7494969818913481;0.7714071573904694;0.25050301810865194;NaN;0.7494969818913481;NaN;0.0;1.0;0.0;NaN;0.8568142610695803;NaN;0.44712246764213737;0.39232611591790967;0.36293799780190383;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.6243508514176691;0.3888924826824075;0.5713040092103481;0.19045624876757125;0.755;;2.0422535211267614E-4;3.1504449230595303E-6;
