Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1108_Test;M0_CTNB;;90%;2000;1;0.6141887674571421;0.65;0.6841963573282631;0.35;0.7820069204152249;0.46919431279620855;0.6686390532544378;0.6111111111111112;0.7208931419457735;0.5308310991957105;0.8416903087440094;0.528685121138493;0.6686390532544378;0.6111111111111112;0.6111111111111112;0.6686390532544378;0.6686390532544378;0.6111111111111112;0.3888888888888889;0.33136094674556216;0.717090364526262;0.717090364526262;0.30448171086062137;1.082;;0.001340000000000001;1.6280399999999967E-5;
