Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1440_Test;M0_CTBNC4-LL;;90%;2000;1;0.48922522353999154;0.526;0.5624948647561454;0.474;0.526;NaN;1.0;0.0;0.6893840104849279;NaN;0.763;0.737;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.24945288749487798;116.809;;7.500000000000004E-4;1.1167499999999933E-5;
