Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1108_Test;M0_CTNB;;90%;2000;1;0.5756400230152586;0.612;0.6471542034911772;0.388;0.6588628762541806;0.5422885572139303;0.6816608996539792;0.5165876777251185;0.6700680272108843;0.529126213592233;0.701280808810195;0.548901745688675;0.6816608996539792;0.5165876777251185;0.5165876777251185;0.6816608996539792;0.6816608996539792;0.5165876777251185;0.4834123222748815;0.31833910034602075;0.6383509076895325;0.6383509076895325;0.3632592885516104;1.177;;0.0013160000000000008;2.068014399999989E-5;
