Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210706_0238_Test;M0_ACTNB4-LL;;90%;2000;1;0.7668954174509374;0.798;0.825896363789401;0.20199999999999996;0.9239130434782609;0.44696969696969696;0.8232445520581114;0.6781609195402298;0.8706786171574905;0.5388127853881278;0.9631013552712029;0.5732626097497208;0.8232445520581114;0.6781609195402298;0.6781609195402298;0.8232445520581113;0.8232445520581114;0.6781609195402298;0.3218390804597701;0.17675544794188863;0.8474019648771256;0.8472906403940886;0.1939165959317603;121.394;;0.0010080000000000006;1.1279359999999987E-6;
