Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1825_Test;M0_CTBNC4-LL;;90%;2000;1;0.47127742339761913;0.508;0.5446364499242692;0.492;0.508;NaN;1.0;0.0;0.6737400530503979;NaN;0.754;0.746;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.24994303556199216;589.433;;7.300000000000005E-4;3.251000000000022E-7;
