Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;;;;;;
210412_0059_Test;M0_CTNB;;90%;840;1;0.9872780989631113;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9776421248116064;0.9818045720150168;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.977162471395881;0.9761556064073227;0.020423596832710462;0.955;;0.002052380952380954;1.1448752834467068E-6;
210412_0100_Test;M0_CTNB;;90%;840;1;0.670451516476602;0.7238095238095238;0.7714729659164097;0.2761904761904762;0.7473684210526316;0.7043478260869566;0.6761904761904762;0.7714285714285715;0.7100000000000001;0.7363636363636364;0.8052866980775288;0.7788782096108703;0.6761904761904762;0.7714285714285715;0.7714285714285715;0.6761904761904762;0.6761904761904762;0.7714285714285715;0.22857142857142856;0.3238095238095238;0.7639909297052154;0.767891156462585;0.2680343637556481;0.965;;0.0019714285714285728;1.2563265306122518E-6;
210412_0100_Test;M0_CTNB;;90%;840;1;0.670451516476602;0.7238095238095238;0.7714729659164097;0.2761904761904762;0.7473684210526316;0.7043478260869566;0.6761904761904762;0.7714285714285715;0.7100000000000001;0.7363636363636364;0.8052866980775288;0.7788782096108703;0.6761904761904762;0.7714285714285715;0.7714285714285715;0.6761904761904762;0.6761904761904762;0.7714285714285715;0.22857142857142856;0.3238095238095238;0.7639909297052154;0.767891156462585;0.2680045086526605;0.517;;0.0013904761904761915;7.713378684807212E-7;
210412_0101_Test;M0_CTNB;;90%;840;1;0.670451516476602;0.7238095238095238;0.7714729659164097;0.2761904761904762;0.7473684210526316;0.7043478260869566;0.6761904761904762;0.7714285714285715;0.7100000000000001;0.7363636363636364;0.8052866980775288;0.7788782096108703;0.6761904761904762;0.7714285714285715;0.7714285714285715;0.6761904761904762;0.6761904761904762;0.7714285714285715;0.22857142857142856;0.3238095238095238;0.7639909297052154;0.767891156462585;0.2680343637556481;0.969;;0.002133333333333335;1.1060317460317473E-6;
