Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210614_1957_Test;M0_CTBNC2-LL;;90%;2000;1;0.5052186853882932;0.542;0.5783291495516203;0.45799999999999996;0.6736842105263158;0.4388888888888889;0.49230769230769234;0.5541125541125541;0.512987012987013;0.5565217391304348;0.6080760095011877;0.4730538922155688;0.5224489795918368;0.6824784434987426;0.41451396019365067;0.5292620901013321;0.5541125541125541;0.512987012987013;0.5565217391304348;0.7695167286245354;0.708092485549133;0.8285714285714285;0.5541125541125541;0.512987012987013;0.5565217391304348;0.23048327137546468;0.29190751445086704;0.17142857142857143;0.71082572941309;0.6565948502364687;0.7387238848108413;0.3804877523886767;104.643;;9.700000000000006E-4;1.4249100000000133E-5;
