Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210705_0400_Test;M0_CTNB;;90%;4266;1;0.596293029392251;0.6210131332082551;0.6451204126251643;0.37898686679174487;NaN;NaN;0.6210131332082551;0.0;0.0;1.0;NaN;NaN;0.7662037037037037;0.4099590781987823;0.29595044943162413;0.644198093497774;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.7893900114121365;0.6441406149985918;0.5586431754957973;0.23501182914695856;0.493;;3.4333958724202645E-4;4.957164832147746E-6;
