Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210706_0210_Test;M0_ACTNB2-LL;;90%;2000;1;0.4533769433826644;0.49;0.5267307149649755;0.51;0.6404494382022472;0.39;0.4344262295081967;0.4935064935064935;0.5064935064935064;0.4608695652173913;0.5574572127139364;0.4406779661016949;0.4472573839662447;0.6518233802942526;0.415734587983113;0.4565707417899197;0.4935064935064935;0.5064935064935064;0.4608695652173913;0.7620817843866171;0.6473988439306358;0.8207792207792208;0.4935064935064935;0.5064935064935064;0.4608695652173913;0.2379182156133829;0.35260115606936415;0.17922077922077922;0.692994737604403;0.6203363110877562;0.7144664031620553;0.44560717946979034;89.838;;0.001588000000000001;6.734256000000023E-6;
