Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210706_0250_Test;M0_ACTNB4-LL;;90%;2000;1;0.46331581613970796;0.5;0.536684183860292;0.5;0.4959349593495935;0.5039370078740157;0.49193548387096775;0.5079365079365079;0.4939271255060728;0.5059288537549407;0.4956776103979414;0.5021171861032395;0.49193548387096775;0.5079365079365079;0.5079365079365079;0.49193548387096775;0.49193548387096775;0.5079365079365079;0.49206349206349204;0.5080645161290323;0.5018881208397338;0.5018881208397338;0.4457937401084265;263.149;;7.820000000000005E-4;1.1630475999999903E-5;
