Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210704_2309_Test;M0_CTNB;;90%;2000;1;0.5898149901112196;0.626;0.6608285147085207;0.374;0.7762711864406779;0.4097560975609756;0.6542857142857142;0.56;0.710077519379845;0.4732394366197183;0.7733760331374021;0.4146889492499149;0.6542857142857142;0.56;0.56;0.6542857142857144;0.6542857142857142;0.56;0.44;0.3457142857142857;0.62;0.62;0.33937754047395724;0.749;;7.240000000000005E-4;8.567824000000071E-6;
