Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1402_Test;M0_CTNB;;90%;2000;1;0.8069646845004343;0.836;0.8614179950188732;0.16400000000000003;0.9033333333333333;0.735;0.8364197530864198;0.8352272727272727;0.8685897435897436;0.7819148936170213;0.94997307574474;0.8779671617669726;0.8364197530864198;0.8352272727272727;0.8352272727272727;0.8364197530864197;0.8364197530864198;0.8352272727272727;0.16477272727272727;0.16358024691358025;0.9179468294051627;0.9182098765432098;0.1562013103540093;0.936;;8.420000000000006E-4;2.1303599999999987E-7;
