Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1131_Test;M0_CTBNC2-LL;;90%;2000;1;0.4593385154027269;0.496;0.532704547936329;0.504;0.496;NaN;1.0;0.0;0.6631016042780749;NaN;0.748;0.752;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.25030732924232363;458.307;;6.440000000000004E-4;7.545263999999984E-6;
