Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210705_0400_Test;M0_CTNB;;90%;4031;1;0.6903297490661133;0.7142857142857143;0.7370942390317117;0.2857142857142857;NaN;0.7142857142857143;NaN;0.0;1.0;0.0;NaN;0.8333333333333334;NaN;0.37219037127023585;0.8327079544984088;0.127111387227793;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.7560851112098382;0.7423538773148148;0.33945031772115297;0.2048608424461681;0.267;;2.0238095238095245E-4;3.1376133786847697E-6;
