Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210705_0359_Test;M0_CTNB;;90%;2000;1;0.38618237364536906;0.422;0.4586573614662203;0.5780000000000001;0.5681818181818182;0.3657142857142857;0.31543624161073824;0.4329004329004329;0.4155844155844156;0.40869565217391307;0.49140049140049136;0.3890577507598784;0.3560606060606061;0.5593144279368014;0.3375522158484005;0.37043885505794133;0.4329004329004329;0.4155844155844156;0.40869565217391307;0.7174721189591078;0.6791907514450868;0.7350649350649351;0.4329004329004329;0.4155844155844156;0.40869565217391307;0.2825278810408922;0.3208092485549133;0.2649350649350649;0.6149439160591577;0.5569401696569327;0.6014229249011858;0.507725076009644;1.285;;0.0016920000000000012;2.3529135999999753E-5;
