Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210614_1645_Test;M0_CTNB;;90%;3976;1;0.726232053729981;0.7494969818913481;0.7714071573904694;0.25050301810865194;NaN;0.7494969818913481;NaN;0.0;1.0;0.0;NaN;0.8568142610695803;NaN;0.3138379828520673;0.8578907323091182;0.3348747012363875;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5078765061777519;0.7454516050780302;0.6523347555194365;0.1906896905330843;0.527;;3.6820925553319946E-4;2.383536632268488E-6;
