Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210706_0211_Test;M0_ACTNB2-LL;;90%;2000;1;0.3158036426717369;0.35;0.38581123254285804;0.65;0.30386740331491713;0.45098039215686275;0.3072289156626506;0.3716216216216216;0.32857142857142857;0.3591549295774648;0.3343465045592705;0.3801652892561983;0.33116883116883117;0.31770257460642404;0.44266710878767657;0.29804536769888523;0.3716216216216216;0.32857142857142857;0.3591549295774648;0.6420454545454546;0.7103448275862069;0.6787709497206704;0.3716216216216216;0.32857142857142857;0.3591549295774648;0.35795454545454547;0.2896551724137931;0.32122905027932963;0.5101159398034398;0.5304597701149425;0.5303918482964828;0.5607378847138628;110.864;;0.0012480000000000008;2.6649600000000223E-7;
