Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_2122_Test;M0_CTBNC8-LL;;90%;2000;1;0.8027247560242896;0.832;0.8577009868340738;0.16800000000000004;0.9141274238227147;0.6187050359712231;0.8616187989556136;0.7350427350427351;0.8870967741935483;0.671875;0.9584120669417641;0.7546861862816076;0.8616187989556136;0.7350427350427351;0.7350427350427351;0.8616187989556136;0.8616187989556136;0.7350427350427351;0.26495726495726496;0.13838120104438642;0.8858092878980608;0.8858092878980608;0.15143783618133982;129.394;;7.500000000000004E-4;1.1167499999999932E-5;
