Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0700_Test;M0_CTBNC2-LL;;90%;2000;1;0.48323735878696084;0.52;0.5565473245177599;0.48;0.52;NaN;1.0;0.0;0.6842105263157895;NaN;0.76;0.74;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.24964468148105934;105.92;;7.820000000000005E-4;1.0250475999999916E-5;
