Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210705_0742_Test;M0_CTBNC8-LL;;90%;2000;1;0.40587433487371594;0.442;0.4787500835425942;0.558;0.44047619047619047;0.4727272727272727;0.2982456140350877;0.5;0.6190476190476191;0.11971830985915492;0.46835443037974683;0.5360824742268041;0.1708542713567839;0.4032148781598013;0.5102340354754399;0.3050589639515154;0.5;0.6190476190476191;0.11971830985915492;0.7329545454545454;0.5;0.888268156424581;0.5;0.6190476190476191;0.11971830985915492;0.26704545454545453;0.5;0.11173184357541899;0.6312192874692875;0.5888998357963875;0.5558659217877095;0.4078000833381511;109.008;;0.0011020000000000008;1.5219596000000183E-5;
