Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1420_Test;M0_CTBNC2-LL;;90%;2000;1;0.5092229400736283;0.546;0.5822818315272293;0.45399999999999996;NaN;0.546;0.0;1.0;NaN;0.7063389391979302;0.727;0.773;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.5;0.5;0.24839364114602533;107.934;;7.780000000000005E-4;1.1272715999999885E-5;
