Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210706_0205_Test;M0_ACTNB4-LL;;90%;3978;1;0.9883697169289514;0.993963782696177;0.9968756567006499;0.006036217303822977;0.9819819819819819;0.9946452476572959;1.0;0.9819819819819819;0.9973154362416108;0.9855072463768116;0.9819819819819818;0.9959785522788204;0.9927007299270073;0.9992190965642294;0.9999856440312436;0.999896480331263;0.9819819819819819;0.9973154362416108;0.9855072463768116;0.9977349943374858;0.9839357429718876;1.0;0.9819819819819819;0.9973154362416108;0.9855072463768116;0.0022650056625141564;0.01606425702811245;0.0;0.9998979727179048;0.9999568744777769;0.999983069213057;0.003274133660847607;10.483;;4.567404426559359E-4;6.9483298179418E-6;
