Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210706_1126_Test;M0_ACTNB2-LL;;90%;2000;1;0.48722868292743043;0.524;0.5605129370382345;0.476;0.49236641221374045;0.5588235294117647;0.5512820512820513;0.5;0.5201612903225806;0.5277777777777778;0.4928721755480512;0.5883197271187202;0.5512820512820513;0.5;0.5;0.5512820512820513;0.5512820512820513;0.5;0.5;0.44871794871794873;0.5484705353126406;0.5484705353126406;0.4057481158671888;285.195;;8.200000000000006E-4;2.356000000000004E-7;
