Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1852_Test;M0_CTBNC8-LL;;90%;2000;1;0.7606082137715142;0.792;0.820248162477408;0.20799999999999996;NaN;0.792;0.0;1.0;NaN;0.8839285714285715;0.604;0.896;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.5;0.5;0.16511955475256385;265.837;;9.360000000000006E-4;1.373990399999997E-5;
