Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210609_2324_Test;M0_CTNB;;90%;3978;1;0.821046426908045;0.8410462776659959;0.8591942689380545;0.15895372233400407;0.8653846153846154;0.922425952045134;0.5082872928176796;0.8108108108108109;0.8778523489932886;0.6666666666666666;0.8372093023255816;0.8995873452544705;0.5768025078369906;0.9076459346774806;0.9596413568108991;0.6236022438636035;0.8108108108108109;0.8778523489932886;0.6666666666666666;0.984144960362401;0.7791164658634538;0.8960280373831776;0.8108108108108109;0.8778523489932886;0.6666666666666666;0.015855039637599093;0.22088353413654618;0.10397196261682243;0.976651056492506;0.8730708067168;0.8452145130705675;0.1547564178397767;1.355;;8.682092555331998E-4;2.472187248237856E-7;
210609_2345_Test;M0_CTNB;;90%;3978;1;0.821046426908045;0.8410462776659959;0.8591942689380545;0.15895372233400407;0.8653846153846154;0.922425952045134;0.5082872928176796;0.8108108108108109;0.8778523489932886;0.6666666666666666;0.8372093023255816;0.8995873452544705;0.5768025078369906;0.9076459346774806;0.9596413568108991;0.6236022438636035;0.8108108108108109;0.8778523489932886;0.6666666666666666;0.984144960362401;0.7791164658634538;0.8960280373831776;0.8108108108108109;0.8778523489932886;0.6666666666666666;0.015855039637599093;0.22088353413654618;0.10397196261682243;0.976651056492506;0.8730708067168;0.8452145130705675;0.1547564178397767;1.328;;7.847082494969825E-4;1.1637754089932134E-5;
