Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0201_Test;M0_CTNB;;90%;2000;1;0.4533769433826644;0.49;0.5267307149649755;0.51;0.5096525096525096;0.46887966804979253;0.5076923076923077;0.4708333333333333;0.5086705202312138;0.4698544698544699;0.5126376323646786;0.48277214264081497;0.5076923076923077;0.4708333333333333;0.4708333333333333;0.5076923076923077;0.5076923076923077;0.4708333333333333;0.5291666666666667;0.49230769230769234;0.4869871794871795;0.4869871794871795;0.44817847414963974;0.973;;9.080000000000006E-4;1.1963535999999897E-5;
