Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0205_Test;M0_CTBNC2-LL;;90%;2000;1;0.48922522353999154;0.526;0.5624948647561454;0.474;0.526;NaN;1.0;0.0;0.6893840104849279;NaN;0.763;0.737;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.24945288749487798;108.241;;8.140000000000005E-4;1.0659403999999869E-5;
