Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1437_Test;M0_CTBNC2-LL;;90%;2000;1;0.7942614000527377;0.824;0.8502504694837374;0.17600000000000005;0.9551820728291317;0.4965034965034965;0.8256658595641646;0.8160919540229885;0.8857142857142858;0.6173913043478261;0.9784992072520702;0.6882291803551487;0.8256658595641646;0.8160919540229885;0.8160919540229885;0.8256658595641646;0.8256658595641646;0.8160919540229885;0.1839080459770115;0.17433414043583534;0.9027858951879992;0.9027858951879992;0.1643955022779251;103.284;;8.260000000000006E-4;1.1123723999999938E-5;
