Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210610_0122_Test;M0_CTBNC2-LL;;90%;3978;1;0.7490069728035642;0.7716297786720322;0.7927776522066036;0.2283702213279678;0.6538461538461539;0.954983922829582;0.36363636363636365;0.7657657657657657;0.7973154362416107;0.6376811594202898;0.7053941908713693;0.8690563277249451;0.4631578947368421;0.778234954079457;0.9634198223373709;0.47642865966291875;0.7657657657657657;0.7973154362416107;0.6376811594202898;0.9490373725934315;0.8875502008032129;0.8200934579439252;0.7657657657657657;0.7973154362416107;0.6376811594202898;0.05096262740656852;0.11244979919678715;0.17990654205607476;0.9667084978523257;0.8955715479367133;0.8048218881213599;0.22378898622265758;884.288;;7.404426559356142E-4;1.105737847608814E-5;
