Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210610_0059_Test;M0_CTBNC2-LL;;90%;4031;1;0.7780728290802877;0.7996031746031746;0.8195292283527825;0.20039682539682535;0.6554054054054054;0.9453125;0.4727272727272727;0.8151260504201681;0.8402777777777778;0.6153846153846154;0.7265917602996255;0.8897058823529411;0.5347043701799485;0.7574478238574892;0.9590960386636042;0.5275079121281794;0.8151260504201681;0.8402777777777778;0.6153846153846154;0.9426321709786276;0.8784722222222222;0.8617401668653158;0.8151260504201681;0.8402777777777778;0.6153846153846154;0.05736782902137233;0.12152777777777778;0.13825983313468415;0.8906712291215699;0.8988884066358025;0.7613282930510399;0.1952463862396223;602.625;;6.974206349206354E-4;1.0419358426241002E-5;
