Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;;Recall;;;;F-Measure;;;;PR AUC;;;;Sensitivity;;;;Specificity;;;;TP-Rate;;;;FP-Rate;;;;ROC AUC;;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;;;;;;
210706_0208_Test;M0_ACTNB2-LL;;90%;2000;1;0.5514116466628352;0.588;0.6236409598779359;0.41200000000000003;0.8133333333333334;0.5698924731182796;0.3671875;0.5581395348837209;0.5700934579439252;0.5824175824175825;0.6911764705882353;0.5669291338582677;0.6703296703296703;0.5760869565217391;0.47959183673469385;0.5625;0.8033089329904152;0.605405645714312;0.46308362193335717;0.5976481210857089;0.5700934579439252;0.5824175824175825;0.6911764705882353;0.5669291338582677;0.9020979020979021;0.902200488997555;0.8125;0.8471849865951743;0.5700934579439252;0.5824175824175825;0.6911764705882353;0.5669291338582677;0.0979020979020979;0.097799511002445;0.1875;0.15281501340482573;0.8439154303640285;0.7966495607082404;0.8338099128540305;0.8203753351206434;0.3772505026025653;76.154;;0.0015380000000000012;6.296556000000074E-6;
