Recall;Precision;
0.0;1.0;
0.2328042328042328;1.0;
0.23809523809523808;1.0;
0.25132275132275134;1.0;
0.25396825396825395;1.0;
0.26455026455026454;1.0;
0.2671957671957672;1.0;
0.2698412698412698;1.0;
0.2724867724867725;1.0;
0.2751322751322751;1.0;
0.2777777777777778;1.0;
0.2804232804232804;1.0;
0.2830687830687831;1.0;
0.2857142857142857;1.0;
0.28835978835978837;1.0;
0.291005291005291;1.0;
0.29365079365079366;1.0;
0.2962962962962963;1.0;
0.29894179894179895;1.0;
0.30158730158730157;1.0;
0.30423280423280424;1.0;
0.30687830687830686;1.0;
0.30952380952380953;1.0;
0.31216931216931215;1.0;
0.3148148148148148;1.0;
0.31746031746031744;1.0;
0.31746031746031744;0.9917355371900827;
0.3201058201058201;0.9918032786885246;
0.32275132275132273;0.991869918699187;
0.3253968253968254;0.9919354838709677;
0.328042328042328;0.992;
0.3306878306878307;0.9920634920634921;
0.3333333333333333;0.9921259842519685;
0.335978835978836;0.9921875;
0.3386243386243386;0.9922480620155039;
0.3412698412698413;0.9923076923076923;
0.3439153439153439;0.9923664122137404;
0.34656084656084657;0.9924242424242424;
0.3492063492063492;0.9924812030075187;
0.35185185185185186;0.9925373134328358;
0.3544973544973545;0.9925925925925926;
0.3544973544973545;0.9852941176470589;
0.35714285714285715;0.9854014598540146;
0.35978835978835977;0.9855072463768116;
0.35978835978835977;0.9784172661870504;
0.36243386243386244;0.9785714285714285;
0.36507936507936506;0.9787234042553191;
0.36772486772486773;0.9788732394366197;
0.37037037037037035;0.9790209790209791;
0.373015873015873;0.9791666666666666;
0.37566137566137564;0.9793103448275862;
0.3783068783068783;0.9794520547945206;
0.38095238095238093;0.9795918367346939;
0.3835978835978836;0.9797297297297297;
0.3862433862433862;0.9798657718120806;
0.3888888888888889;0.98;
0.3915343915343915;0.9801324503311258;
0.3941798941798942;0.9802631578947368;
0.3941798941798942;0.9738562091503268;
0.3968253968253968;0.974025974025974;
0.3994708994708995;0.9741935483870968;
0.4021164021164021;0.9743589743589743;
0.40476190476190477;0.9745222929936306;
0.40476190476190477;0.9683544303797469;
0.4074074074074074;0.9685534591194969;
0.41005291005291006;0.96875;
0.4126984126984127;0.968944099378882;
0.41534391534391535;0.9691358024691358;
0.41798941798941797;0.9693251533742331;
0.42063492063492064;0.9695121951219512;
0.42328042328042326;0.9696969696969697;
0.42592592592592593;0.9698795180722891;
0.42857142857142855;0.9700598802395209;
0.42857142857142855;0.9642857142857143;
0.4312169312169312;0.9644970414201184;
0.43386243386243384;0.9647058823529412;
0.4365079365079365;0.9649122807017544;
0.43915343915343913;0.9651162790697675;
0.4417989417989418;0.9653179190751445;
0.4444444444444444;0.9655172413793104;
0.4470899470899471;0.9657142857142857;
0.4497354497354497;0.9659090909090909;
0.4523809523809524;0.9661016949152542;
0.455026455026455;0.9662921348314607;
0.4576719576719577;0.9664804469273743;
0.4603174603174603;0.9666666666666667;
0.46296296296296297;0.9668508287292817;
0.4656084656084656;0.967032967032967;
0.46825396825396826;0.9672131147540983;
0.4708994708994709;0.967391304347826;
0.4708994708994709;0.9621621621621622;
0.47354497354497355;0.9623655913978495;
0.47619047619047616;0.9625668449197861;
0.47619047619047616;0.9574468085106383;
0.47883597883597884;0.9576719576719577;
0.48148148148148145;0.9578947368421052;
0.48412698412698413;0.9581151832460733;
0.48677248677248675;0.9583333333333334;
0.4894179894179894;0.9585492227979274;
0.49206349206349204;0.9587628865979382;
0.4947089947089947;0.958974358974359;
0.4973544973544973;0.9591836734693877;
0.4973544973544973;0.9543147208121827;
0.5;0.9545454545454546;
0.5026455026455027;0.9547738693467337;
