Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210705_0359_Test;M0_CTNB;;90%;2000;1;0.3274757349486711;0.362;0.39800995024875624;0.638;0.33707865168539325;0.4624277456647399;0.2751677852348993;0.40540540540540543;0.38095238095238093;0.2887323943661972;0.36809815950920244;0.41775456919060056;0.281786941580756;0.36675823745611974;0.4489406114809367;0.3075928665781588;0.40540540540540543;0.38095238095238093;0.2887323943661972;0.6647727272727273;0.6793103448275862;0.6983240223463687;0.40540540540540543;0.38095238095238093;0.2887323943661972;0.3352272727272727;0.32068965517241377;0.3016759776536313;0.565398495085995;0.5650574712643678;0.5070422535211268;0.5524793573131055;1.107;;0.001358000000000001;5.298360000000047E-7;
