Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1521_Test;M0_CTBNC8-LL;;90%;2000;1;0.8069646845004343;0.836;0.8614179950188732;0.16400000000000003;0.7658227848101266;0.868421052631579;0.7289156626506024;0.8892215568862275;0.7469135802469136;0.878698224852071;0.8527167327821695;0.9264698059380917;0.7289156626506024;0.8892215568862275;0.8892215568862275;0.7289156626506024;0.7289156626506024;0.8892215568862275;0.11077844311377245;0.2710843373493976;0.8860832551763942;0.886218526801818;0.15555871515724537;125.661;;8.460000000000005E-4;1.1606283999999907E-5;
