Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;;;;;;
210307_2036_Test;M0_CTNB;;90%;840;1;0.8076380416715554;0.8523809523809524;0.8881579518833992;0.14761904761904765;0.8118811881188119;0.8899082568807339;0.8723404255319149;0.8362068965517241;0.841025641025641;0.8622222222222223;0.9114567615842323;0.904831251068484;0.8723404255319149;0.8362068965517241;0.8362068965517242;0.8723404255319149;0.8723404255319149;0.8362068965517241;0.16379310344827586;0.1276595744680851;0.9037050623624358;0.9065480557593544;0.14085595947904092;1.003;;0.00223809523809524;1.067120181405896E-6;
210307_2037_Test;M0_CTNB;;90%;840;1;0.8286546352499187;0.8714285714285714;0.9047519525512496;0.12857142857142856;0.8461538461538461;0.8962264150943396;0.8888888888888888;0.8558558558558559;0.8669950738916257;0.8755760368663597;0.9481027464786653;0.9394811383793765;0.8888888888888888;0.8558558558558559;0.8558558558558559;0.8888888888888888;0.8888888888888888;0.8558558558558559;0.14414414414414414;0.1111111111111111;0.9414869414869415;0.9419419419419419;0.11984752098765782;0.954;;0.0021619047619047638;9.833106575963698E-7;
210307_2038_Test;M0_CTBNC3-LL;;90%;840;1;0.4342117502154861;0.49047619047619045;0.5469829526614072;0.5095238095238095;0.49047619047619045;NaN;1.0;0.0;0.65814696485623;NaN;0.7452380952380953;0.7547619047619047;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.2500702916962328;1046.343;;0.001966666666666668;1.0036507936507919E-6;
