Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210705_0053_Test;M0_CTBNC4-LL;;90%;2000;1;0.7984903786197283;0.828;0.8539784275776909;0.17200000000000004;0.9893617021276596;0.3387096774193548;0.8193832599118943;0.9130434782608695;0.8963855421686746;0.49411764705882355;0.9877419986767079;0.2818284321214407;0.8193832599118943;0.9130434782608695;0.9130434782608696;0.8193832599118943;0.8193832599118943;0.9130434782608695;0.08695652173913043;0.18061674008810572;0.8811051522696801;0.8811051522696801;0.16616152642883147;653.824;;8.480000000000006E-4;1.1172896000000061E-5;
