Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1205_Test;M0_CTBNC4-LL;;90%;2000;1;0.7647985764798907;0.796;0.8240147364299756;0.20399999999999996;0.6536585365853659;0.8949152542372881;0.8121212121212121;0.7880597014925373;0.7243243243243244;0.8380952380952381;0.7924208909657895;0.9313521470428037;0.8121212121212121;0.7880597014925373;0.7880597014925373;0.8121212121212121;0.8121212121212121;0.7880597014925373;0.21194029850746268;0.18787878787878787;0.8748982360922659;0.8748982360922659;0.18970976544208712;184.244;;9.340000000000006E-4;1.1577644000000077E-5;
