Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1700_Test;M0_CTBNC2-LL;;90%;2000;1;0.5152337581510431;0.552;0.5882064184412308;0.44799999999999995;NaN;0.552;0.0;1.0;NaN;0.711340206185567;0.724;0.776;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.5;0.5;0.24730662534286252;263.089;;9.820000000000007E-4;1.4567600000000036E-7;
