Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210614_1646_Test;M0_CTNB;;90%;3978;1;0.726232053729981;0.7494969818913481;0.7714071573904694;0.25050301810865194;NaN;0.7494969818913481;NaN;0.0;1.0;0.0;NaN;0.8568142610695803;NaN;0.3138379828520673;0.8559027290992446;0.34279702296004033;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5078765061777519;0.7417158567154524;0.6658624542868753;0.22372273703446408;0.368;;2.6961770623742465E-4;3.6436040792035465E-6;
