%-Population;Lift;
0.0;NaN;
0.186;1.294305057745918;
0.188;1.294607677586401;
0.194;1.295478099601811;
0.2;1.2962962962962963;
0.204;1.2968150223052184;
0.206;1.2970668310474136;
0.208;1.2973137973137971;
0.21;1.2975560594608213;
0.212;1.2977937506239392;
0.214;1.2980269989615785;
0.216;1.2982559278855574;
0.218;1.2984806562788214;
0.22;1.2987012987012987;
0.222;1.2989179655846321;
0.224;1.2991307634164777;
0.226;1.299339794915016;
0.228;1.299545159194282;
0.23;1.2997469519208649;
0.232;1.2999452654625068;
0.234;1.3001401890290778;
0.236;1.300331808806385;
0.238;1.3005202080832332;
0.24;1.3007054673721339;
0.242;1.3008876645240282;
0.244;1.3010668748373666;
0.246;1.3012431711618704;
0.248;1.301416623997269;
0.25;1.3015873015873016;
0.252;1.301755270009238;
0.254;1.301920593259176;
0.256;1.3020833333333333;
0.258;1.3022435503055658;
0.26;1.3024013024013024;
0.262;1.2924593077264832;
0.264;1.2926887926887927;
0.266;1.292914826749413;
0.268;1.293137487167338;
0.27;1.2933568489124043;
0.272;1.2935729847494553;
0.274;1.293785965318812;
0.276;1.2939958592132506;
0.278;1.294202733051654;
0.28;1.2944066515495087;
0.282;1.294607677586401;
0.284;1.2854907221104404;
0.286;1.2857512857512856;
0.288;1.2860082304526748;
0.29;1.2862616310892172;
0.292;1.2865115604841633;
0.294;1.286758089479178;
0.296;1.287001287001287;
0.298;1.2872412201271262;
0.3;1.2874779541446209;
0.302;1.287711552612215;
0.304;1.2879420774157617;
0.306;1.2881695888231837;
0.308;1.2883941455370027;
0.31;1.288615804744837;
0.312;1.2888346221679554;
0.314;1.289050652107977;
0.316;1.2892639474917955;
0.318;1.2894745599148114;
0.32;1.2896825396825395;
0.322;1.2898879358506687;
0.324;1.2900907962636357;
0.326;1.2902911675917812;
0.328;1.2904890953671442;
0.33;1.2906846240179572;
0.332;1.2908777969018934;
0.334;1.2910686563381175;
0.336;1.291257243638196;
0.338;1.2914435991359068;
0.34;1.2916277622159975;
0.342;1.291809771341935;
0.344;1.2919896640826873;
0.346;1.2921674771385754;
0.348;1.292343246366235;
0.35;1.292517006802721;
0.352;1.2926887926887927;
0.354;1.2853854661764266;
0.356;1.2855953867189822;
0.358;1.2858029617806153;
0.36;1.2860082304526748;
0.362;1.2862112309626121;
0.364;1.2791441362869935;
0.366;1.2793824269234104;
0.368;1.2796181274442144;
0.37;1.2798512798512798;
0.372;1.2729703589918644;
0.374;1.2732365673542143;
0.376;1.2734999437127097;
0.378;1.2737605330197923;
0.38;1.2740183792815372;
0.382;1.274273525582426;
0.384;1.2745260141093473;
0.386;1.27477588617485;
0.388;1.2750231822396771;
0.39;1.2684846018179352;
0.392;1.2687614728431054;
0.394;1.2690355329949239;
0.396;1.2693068248623804;
0.398;1.2695753901784053;
0.4;1.2698412698412698;
0.402;1.2701045039353496;
0.404;1.2703651317512703;
0.406;1.2706231918054578;
0.408;1.270878721859114;
0.41;1.2711317589366369;
0.412;1.264961216417527;
0.414;1.2652403956751783;
0.416;1.2655168905168905;
0.418;1.2594617857775752;
0.42;1.2597631645250693;
0.422;1.2537927229870358;
0.424;1.254117999401018;
0.426;1.254440221576372;
0.428;1.254759432329526;
0.43;1.2489233419465977;
0.432;1.2431412894375857;
0.434;1.2435081559505523;
0.436;1.2438716567156933;
0.438;1.2442318378391437;
0.44;1.2445887445887447;
0.442;1.2389571213100625;
0.444;1.239334572667906;
0.446;1.239708638811778;
0.448;1.2400793650793651;
0.45;1.2345679012345678;
0.452;1.234958093365173;
0.454;1.2353448476796496;
0.456;1.23572820941242;
0.458;1.2361082230077862;
0.46;1.236484932137106;
0.462;1.2368583797155226;
0.464;1.237228607918263;
0.466;1.2375956581965166;
0.468;1.2379595712929046;
0.47;1.2383203872565576;
0.472;1.2386781454578064;
0.474;1.239032884602505;
0.476;1.233826864078965;
0.478;1.2341989329437029;
0.48;1.2345679012345678;
0.482;1.2349338075479155;
0.484;1.2352966898421445;
0.486;1.2356565854508241;
0.488;1.2360135310954983;
0.49;1.2363675628981752;
0.492;1.2367187163935132;
0.494;1.2317117580275476;
0.496;1.232078853046595;
0.498;1.2324429995112727;
0.5;1.2328042328042328;
0.502;1.233162587744261;
0.504;1.2282690854119427;
0.506;1.228642532990359;
0.508;1.2290130400366621;
0.51;1.229380641145347;
0.512;1.224578373015873;
0.514;1.2249603689292405;
0.516;1.2253394036339773;
0.518;1.2257155114297973;
0.52;1.221001221001221;
0.522;1.2163230554035152;
0.524;1.211680600993578;
0.526;1.212102923129539;
0.528;1.2075116241782908;
0.53;1.207946490965359;
0.532;1.2083780880773363;
0.534;1.2088064522521451;
0.536;1.2092316196793809;
0.538;1.2096536260105033;
0.54;1.2100725063688027;
0.542;1.210488295359144;
0.544;1.2109010270774976;
0.546;1.2113107351202588;
0.548;1.2117174525933652;
0.55;1.2073112073112073;
0.552;1.2077294685990336;
0.554;1.208144709949764;
