Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210704_2312_Test;M0_CTNB;;90%;3976;1;0.9359138643033611;0.9486921529175051;0.9590340718245458;0.05130784708249492;1.0;0.9359296482412061;1.0;0.8108108108108109;1.0;0.782608695652174;0.8955223880597015;0.9669046073977937;0.8780487804878049;0.9998405485131149;1.0;0.999896480331263;0.8108108108108109;1.0;0.782608695652174;1.0;0.7951807228915663;1.0;0.8108108108108109;1.0;0.782608695652174;0.0;0.20481927710843373;0.0;0.999979594543581;1.0;0.999983069213057;0.03163325553272326;0.284;;2.3742454728370232E-4;2.927533004870329E-6;
