Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;;Recall;;;;F-Measure;;;;PR AUC;;;;Sensitivity;;;;Specificity;;;;TP-Rate;;;;FP-Rate;;;;ROC AUC;;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;A;B;C;D;;;;;;
210615_1106_Test;M0_CTNB;;90%;2000;1;0.42958328983370386;0.466;0.5027827485482711;0.534;0.6473684210526316;0.37623762376237624;0.25471698113207547;0.4368932038834951;0.5747663551401869;0.4175824175824176;0.39705882352941174;0.3543307086614173;0.608910891089109;0.39583333333333337;0.3103448275862069;0.3913043478260869;0.676728839728684;0.4190633916550992;0.2419283055587957;0.44929532756619306;0.5747663551401869;0.4175824175824176;0.39705882352941174;0.3543307086614173;0.7657342657342657;0.8459657701711492;0.8171296296296297;0.8445040214477212;0.5747663551401869;0.4175824175824176;0.39705882352941174;0.3543307086614173;0.23426573426573427;0.15403422982885084;0.18287037037037038;0.1554959785522788;0.755914646101562;0.7082135468443537;0.7263412309368191;0.721454054168162;0.49039064389164694;0.676;;0.001170000000000001;1.3245099999999905E-5;
