Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1936_Test;M0_CTBNC8-LL;;90%;2000;1;0.6019900497512438;0.638;0.672524265051329;0.362;NaN;0.638;0.0;1.0;NaN;0.7789987789987791;0.681;0.819;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.5;0.5;0.23096214723023337;729.339;;8.120000000000005E-4;1.2032655999999867E-5;
