Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210704_2310_Test;M0_CTNB;;90%;2000;1;0.311918293732996;0.346;0.3817396448206547;0.654;0.3170731707317073;0.3522727272727273;0.36875;0.348993288590604;0.36470588235294116;0.3259668508287293;0.33226837060702874;0.35838150289017345;0.3460410557184751;0.31762815703209357;0.34060503579720586;0.3837172647504255;0.348993288590604;0.36470588235294116;0.3259668508287293;0.6809116809116809;0.6545454545454545;0.6833855799373041;0.348993288590604;0.36470588235294116;0.3259668508287293;0.3190883190883191;0.34545454545454546;0.3166144200626959;0.5263389357349089;0.4875044563279857;0.5045116818787995;0.5307649265049744;1.255;;0.0016480000000000012;8.676096000000084E-6;
