Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1916_Test;M0_CTBNC8-LL;;90%;2000;1;0.6468386562894437;0.682;0.7152019617835147;0.31799999999999995;0.682;NaN;1.0;0.0;0.8109393579072534;NaN;0.841;0.659;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.5;0.5;0.21716116460786325;530.354;;7.500000000000004E-4;1.1167499999999947E-5;
