Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210705_0359_Test;M0_CTNB;;90%;3976;1;0.726232053729981;0.7494969818913481;0.7714071573904694;0.25050301810865194;NaN;0.7494969818913481;NaN;0.0;1.0;0.0;NaN;0.8568142610695803;NaN;0.3138379828520673;0.8762626262626263;0.3256568395882542;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5078765061777519;0.5080321285140562;0.5060781525125287;0.24843657434620603;0.203;;1.7907444668008052E-4;2.682218056831939E-6;
