Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_2025_Test;M0_CTNB;;90%;2000;1;0.7355543485271148;0.768;0.7975604077561426;0.23199999999999998;0.1721311475409836;0.9603174603174603;0.5833333333333334;0.7823275862068966;0.2658227848101266;0.8622327790973872;0.22310417266103866;0.9751792197233315;0.5833333333333334;0.7823275862068966;0.7823275862068966;0.5833333333333333;0.5833333333333334;0.7823275862068966;0.21767241379310345;0.4166666666666667;0.7633201628352491;0.7632902298850575;0.21922774621209778;0.922;;9.400000000000006E-4;1.3856400000000134E-5;
