FP-Rate;TP-Rate;
0.0;0.0;
0.0;0.004166666666666667;
0.003472222222222222;0.004166666666666667;
0.006944444444444444;0.004166666666666667;
0.010416666666666666;0.004166666666666667;
0.013888888888888888;0.004166666666666667;
0.017361111111111112;0.004166666666666667;
0.020833333333333332;0.004166666666666667;
0.024305555555555556;0.004166666666666667;
0.027777777777777776;0.004166666666666667;
0.03125;0.004166666666666667;
0.034722222222222224;0.004166666666666667;
0.034722222222222224;0.005555555555555556;
0.03819444444444445;0.005555555555555556;
0.041666666666666664;0.005555555555555556;
0.04513888888888889;0.005555555555555556;
0.04861111111111111;0.005555555555555556;
0.052083333333333336;0.005555555555555556;
0.05555555555555555;0.005555555555555556;
0.059027777777777776;0.005555555555555556;
0.0625;0.005555555555555556;
0.06944444444444445;0.005555555555555556;
0.07291666666666667;0.005555555555555556;
0.0763888888888889;0.005555555555555556;
0.0798611111111111;0.005555555555555556;
0.08333333333333333;0.005555555555555556;
0.08680555555555555;0.005555555555555556;
0.09027777777777778;0.005555555555555556;
0.09375;0.005555555555555556;
0.09722222222222222;0.005555555555555556;
0.10069444444444445;0.005555555555555556;
0.10416666666666667;0.005555555555555556;
0.1076388888888889;0.005555555555555556;
0.1111111111111111;0.005555555555555556;
0.11458333333333333;0.005555555555555556;
0.11805555555555555;0.005555555555555556;
0.12152777777777778;0.005555555555555556;
0.125;0.005555555555555556;
0.1284722222222222;0.005555555555555556;
0.13194444444444445;0.005555555555555556;
0.13541666666666666;0.005555555555555556;
0.1388888888888889;0.005555555555555556;
0.1388888888888889;0.006944444444444444;
0.1388888888888889;0.008333333333333333;
0.1423611111111111;0.008333333333333333;
0.14583333333333334;0.008333333333333333;
0.14930555555555555;0.008333333333333333;
0.1527777777777778;0.008333333333333333;
0.15625;0.008333333333333333;
0.1597222222222222;0.008333333333333333;
0.16319444444444445;0.008333333333333333;
0.16666666666666666;0.008333333333333333;
0.16666666666666666;0.009722222222222222;
0.16666666666666666;0.011111111111111112;
0.16666666666666666;0.015277777777777777;
0.16666666666666666;0.016666666666666666;
0.16666666666666666;0.019444444444444445;
0.16666666666666666;0.022222222222222223;
0.16666666666666666;0.027777777777777776;
0.16666666666666666;0.03888888888888889;
0.16666666666666666;0.041666666666666664;
0.16666666666666666;0.04861111111111111;
0.1701388888888889;0.04861111111111111;
0.1736111111111111;0.04861111111111111;
0.1736111111111111;0.05;
0.1736111111111111;0.05138888888888889;
0.1736111111111111;0.05416666666666667;
0.1736111111111111;0.06805555555555555;
0.1736111111111111;0.07222222222222222;
0.1736111111111111;0.07361111111111111;
0.1736111111111111;0.07777777777777778;
0.1736111111111111;0.07916666666666666;
0.1736111111111111;0.08472222222222223;
0.1736111111111111;0.08611111111111111;
0.1736111111111111;0.0875;
0.1736111111111111;0.08888888888888889;
0.1736111111111111;0.09027777777777778;
0.1736111111111111;0.09166666666666666;
0.1736111111111111;0.09305555555555556;
0.1736111111111111;0.09444444444444444;
0.1736111111111111;0.09583333333333334;
0.1736111111111111;0.09861111111111111;
0.1736111111111111;0.10138888888888889;
0.1736111111111111;0.10277777777777777;
0.1736111111111111;0.10416666666666667;
0.1736111111111111;0.10555555555555556;
0.1736111111111111;0.10694444444444444;
0.1736111111111111;0.10833333333333334;
0.1736111111111111;0.10972222222222222;
0.1736111111111111;0.12222222222222222;
0.1736111111111111;0.125;
0.1736111111111111;0.12777777777777777;
0.1736111111111111;0.13194444444444445;
0.1736111111111111;0.13333333333333333;
0.1736111111111111;0.1375;
0.1736111111111111;0.1388888888888889;
0.1736111111111111;0.14305555555555555;
0.1736111111111111;0.14444444444444443;
0.1736111111111111;0.14722222222222223;
0.1736111111111111;0.1486111111111111;
0.1736111111111111;0.15;
0.1736111111111111;0.1527777777777778;
0.1736111111111111;0.15555555555555556;
0.1736111111111111;0.15694444444444444;
0.1736111111111111;0.15833333333333333;
0.1736111111111111;0.1597222222222222;
0.1736111111111111;0.16805555555555557;
