Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210610_0909_Test;M0_CTBNC2-LL;;90%;4031;1;0.7565331833084619;0.7787698412698413;0.799513764170653;0.22123015873015872;0.664179104477612;0.9464285714285714;0.437984496124031;0.7478991596638656;0.8097222222222222;0.6686390532544378;0.7035573122529644;0.8727544910179641;0.5292740046838407;0.7800161881869815;0.9557055871970978;0.5424263011445289;0.7478991596638656;0.8097222222222222;0.6686390532544378;0.9493813273340832;0.8854166666666666;0.8271752085816448;0.7478991596638656;0.8097222222222222;0.6686390532544378;0.05061867266591676;0.11458333333333333;0.1728247914183552;0.9521698443156791;0.8901548032407407;0.8200414694867798;0.2166669371413866;414.501;;6.676587301587307E-4;9.061176264487227E-6;
