Recall;Precision;
0.0;1.0;
0.0;0.0;
0.0;0.0;
0.004219409282700422;0.3333333333333333;
0.004219409282700422;0.25;
0.004219409282700422;0.2;
0.008438818565400843;0.3333333333333333;
0.012658227848101266;0.42857142857142855;
0.016877637130801686;0.5;
0.016877637130801686;0.4444444444444444;
0.016877637130801686;0.4;
0.016877637130801686;0.36363636363636365;
0.016877637130801686;0.3333333333333333;
0.02109704641350211;0.38461538461538464;
0.02109704641350211;0.35714285714285715;
0.02531645569620253;0.4;
0.02531645569620253;0.375;
0.029535864978902954;0.4117647058823529;
0.03375527426160337;0.4444444444444444;
0.03375527426160337;0.42105263157894735;
0.0379746835443038;0.45;
0.0379746835443038;0.42857142857142855;
0.04219409282700422;0.45454545454545453;
0.04219409282700422;0.43478260869565216;
0.046413502109704644;0.4583333333333333;
0.046413502109704644;0.44;
0.05063291139240506;0.46153846153846156;
0.05485232067510549;0.48148148148148145;
0.05485232067510549;0.4642857142857143;
0.05907172995780591;0.4827586206896552;
0.05907172995780591;0.4666666666666667;
0.05907172995780591;0.45161290322580644;
0.05907172995780591;0.4375;
0.05907172995780591;0.42424242424242425;
0.06329113924050633;0.4411764705882353;
0.06751054852320675;0.45714285714285713;
0.06751054852320675;0.4444444444444444;
0.07172995780590717;0.4594594594594595;
0.0759493670886076;0.47368421052631576;
0.0759493670886076;0.46153846153846156;
0.08016877637130802;0.475;
0.08438818565400844;0.4878048780487805;
0.08860759493670886;0.5;
0.08860759493670886;0.4883720930232558;
0.08860759493670886;0.4772727272727273;
0.08860759493670886;0.4666666666666667;
0.08860759493670886;0.45652173913043476;
0.09282700421940929;0.46808510638297873;
0.0970464135021097;0.4791666666666667;
0.10126582278481013;0.4897959183673469;
0.10126582278481013;0.48;
0.10548523206751055;0.49019607843137253;
0.10970464135021098;0.5;
0.11392405063291139;0.5094339622641509;
0.11814345991561181;0.5185185185185185;
0.11814345991561181;0.509090909090909;
0.11814345991561181;0.5;
0.12236286919831224;0.5087719298245614;
0.12236286919831224;0.5;
0.12658227848101267;0.5084745762711864;
0.12658227848101267;0.5;
0.1308016877637131;0.5081967213114754;
0.1350210970464135;0.5161290322580645;
0.13924050632911392;0.5238095238095238;
0.14345991561181434;0.53125;
0.14345991561181434;0.5230769230769231;
0.14767932489451477;0.5303030303030303;
0.14767932489451477;0.5223880597014925;
0.1518987341772152;0.5294117647058824;
0.1518987341772152;0.5217391304347826;
0.1518987341772152;0.5142857142857142;
0.15611814345991562;0.5211267605633803;
0.15611814345991562;0.5138888888888888;
0.16033755274261605;0.5205479452054794;
0.16033755274261605;0.5135135135135135;
0.16455696202531644;0.52;
0.16455696202531644;0.5131578947368421;
0.16877637130801687;0.5194805194805194;
0.16877637130801687;0.5128205128205128;
0.1729957805907173;0.5189873417721519;
0.1729957805907173;0.5125;
0.1729957805907173;0.5061728395061729;
0.1729957805907173;0.5;
0.1729957805907173;0.4939759036144578;
0.1729957805907173;0.4880952380952381;
0.17721518987341772;0.49411764705882355;
0.18143459915611815;0.5;
0.18565400843881857;0.5057471264367817;
0.18565400843881857;0.5;
0.18565400843881857;0.4943820224719101;
0.189873417721519;0.5;
0.1940928270042194;0.5054945054945055;
0.19831223628691982;0.5108695652173914;
0.20253164556962025;0.5161290322580645;
0.20675105485232068;0.5212765957446809;
0.2109704641350211;0.5263157894736842;
0.21518987341772153;0.53125;
0.21518987341772153;0.5257731958762887;
0.21940928270042195;0.5306122448979592;
0.22362869198312235;0.5353535353535354;
0.22784810126582278;0.54;
0.2320675105485232;0.5445544554455446;
0.2320675105485232;0.5392156862745098;
0.2320675105485232;0.5339805825242718;
0.23628691983122363;0.5384615384615384;
0.24050632911392406;0.5428571428571428;
0.24472573839662448;0.5471698113207547;
0.24472573839662448;0.5420560747663551;
0.24472573839662448;0.5370370370370371;
0.2489451476793249;0.5412844036697247;
0.25316455696202533;0.5454545454545454;
0.25316455696202533;0.5405405405405406;
0.25316455696202533;0.5357142857142857;
0.25316455696202533;0.5309734513274337;
0.25738396624472576;0.5350877192982456;
0.25738396624472576;0.5304347826086957;
0.2616033755274262;0.5344827586206896;
0.26582278481012656;0.5384615384615384;
0.26582278481012656;0.5338983050847458;
0.26582278481012656;0.5294117647058824;
0.26582278481012656;0.525;
0.270042194092827;0.5289256198347108;
0.2742616033755274;0.5327868852459017;
0.27848101265822783;0.5365853658536586;
0.28270042194092826;0.5403225806451613;
0.28270042194092826;0.536;
0.28270042194092826;0.5317460317460317;
0.28270042194092826;0.5275590551181102;
0.28270042194092826;0.5234375;
0.28270042194092826;0.5193798449612403;
0.28270042194092826;0.5153846153846153;
0.28270042194092826;0.5114503816793893;
0.28270042194092826;0.5075757575757576;
0.2869198312236287;0.5112781954887218;
0.2869198312236287;0.5074626865671642;
0.2869198312236287;0.5037037037037037;
0.2869198312236287;0.5;
0.2911392405063291;0.5036496350364964;
0.2911392405063291;0.5;
0.2911392405063291;0.49640287769784175;
0.2911392405063291;0.4928571428571429;
0.2911392405063291;0.48936170212765956;
0.29535864978902954;0.49295774647887325;
0.29535864978902954;0.48951048951048953;
0.29957805907172996;0.4930555555555556;
0.3037974683544304;0.496551724137931;
0.3037974683544304;0.4931506849315068;
0.3037974683544304;0.4897959183673469;
0.3037974683544304;0.4864864864864865;
0.3080168776371308;0.4899328859060403;
0.31223628691983124;0.49333333333333335;
0.31223628691983124;0.4900662251655629;
0.31645569620253167;0.4934210526315789;
0.31645569620253167;0.49019607843137253;
0.3206751054852321;0.4935064935064935;
0.32489451476793246;0.4967741935483871;
0.3291139240506329;0.5;
0.3291139240506329;0.4968152866242038;
0.3333333333333333;0.5;
0.3333333333333333;0.4968553459119497;
0.3333333333333333;0.49375;
0.33755274261603374;0.4968944099378882;
0.33755274261603374;0.49382716049382713;
0.34177215189873417;0.49693251533742333;
0.3459915611814346;0.5;
0.3459915611814346;0.49696969696969695;
0.3459915611814346;0.4939759036144578;
0.3459915611814346;0.49101796407185627;
0.350210970464135;0.49404761904761907;
0.35443037974683544;0.4970414201183432;
0.35864978902953587;0.5;
0.3628691983122363;0.5029239766081871;
0.3670886075949367;0.5058139534883721;
0.3670886075949367;0.5028901734104047;
0.37130801687763715;0.5057471264367817;
