Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1407_Test;M0_CTNB;;90%;2000;1;0.48722868292743043;0.524;0.5605129370382345;0.476;0.5215827338129496;0.527027027027027;0.58;0.468;0.5492424242424242;0.4957627118644068;0.536190845417015;0.535999782569128;0.58;0.468;0.46799999999999997;0.5800000000000001;0.58;0.468;0.532;0.42;0.534448;0.534448;0.4100634029362987;0.88;;9.700000000000007E-4;2.2109999999999843E-7;
