Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210615_1435_Test;M0_CTNB;;90%;2000;1;0.8475564509417931;0.874;0.8964171268564838;0.126;0.8191126279863481;0.9516908212560387;0.96;0.788;0.8839779005524862;0.862144420131291;0.9237657815507888;0.9552838890368635;0.96;0.788;0.788;0.96;0.96;0.788;0.212;0.04;0.941328;0.941408;0.11693884884798735;0.984;;9.780000000000006E-4;1.3293515999999893E-5;
