Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;Recall;;F-Measure;;PR AUC;;Sensitivity;;Specificity;;TP-Rate;;FP-Rate;;ROC AUC;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;A;B;;;;;;
210614_1949_Test;M0_CTNB;;90%;2000;1;0.6776157501314297;0.712;0.7441018928986095;0.28800000000000003;0.3684210526315789;0.8620689655172413;0.5384615384615384;0.7575757575757576;0.4375;0.8064516129032256;0.3565575134625009;0.8992453069881408;0.5384615384615384;0.7575757575757576;0.7575757575757576;0.5384615384615384;0.5384615384615384;0.7575757575757576;0.24242424242424243;0.46153846153846156;0.7125097125097125;0.7126068376068376;0.27307186024968944;0.922;;9.380000000000006E-4;1.379815599999991E-5;
