Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;high;inactive;low;;;;;;
210705_0406_Test;M0_CTBNC4-LL;;90%;4208;1;0.5508181834070798;0.5760456273764258;0.6008828557521494;0.42395437262357416;NaN;NaN;0.5760456273764258;0.0;0.0;1.0;NaN;NaN;0.7310012062726176;0.32960417276006637;0.13783269961977188;0.7874683442570013;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.505294184981685;0.4973753280839895;0.5005919874498661;0.4230210076058868;18.675;;4.325095057034223E-4;5.891832865879334E-6;
