Test;Model;Aggregation;ConfidenceLevel;DatasetDim;KFolds;;Accuracy;;Error;Precision;;;Recall;;;F-Measure;;;PR AUC;;;Sensitivity;;;Specificity;;;TP-Rate;;;FP-Rate;;;ROC AUC;;;Brier;Avg learning time;Var learning time;Avg inference time; Var inference time;
;;;;;;lower bound;;upper bound;;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;A;B;C;;;;;;
210615_1407_Test;M0_CTNB;;90%;2000;1;0.311918293732996;0.346;0.3817396448206547;0.654;0.3170731707317073;0.3522727272727273;0.36875;0.348993288590604;0.36470588235294116;0.3259668508287293;0.33226837060702874;0.35838150289017345;0.3460410557184751;0.3176457498138109;0.3406875077192627;0.3837306684494728;0.348993288590604;0.36470588235294116;0.3259668508287293;0.6809116809116809;0.6545454545454545;0.6833855799373041;0.348993288590604;0.36470588235294116;0.3259668508287293;0.3190883190883191;0.34545454545454546;0.3166144200626959;0.5263771773838888;0.48757575757575755;0.5044250852976324;0.5308101108170714;0.914;;0.0011180000000000007;1.8007599999999826E-7;
